From Date,To Date,pm2_5,pm10,NO,NO2,NOx
01-10-2021 15:45,01-10-2021 16:00,39,62,6.3,14.6,20.9
01-10-2021 16:00,01-10-2021 16:15,30,57,4.2,15.2,19.5
01-10-2021 16:15,01-10-2021 16:30,30,57,5.9,16.2,22.1
01-10-2021 16:30,01-10-2021 16:45,30,57,2.6,17.8,20.4
01-10-2021 16:45,01-10-2021 17:00,30,57,3.9,16.1,20
01-10-2021 17:00,01-10-2021 17:15,23,61,4.6,14.8,19.4
01-10-2021 17:15,01-10-2021 17:30,23,61,6.6,14.8,21.3
01-10-2021 17:30,01-10-2021 17:45,23,61,4.9,15.7,20.7
01-10-2021 17:45,01-10-2021 18:00,23,61,4.5,17.6,22.1
01-10-2021 18:00,01-10-2021 18:15,33,78,4.5,22.8,27.2
01-10-2021 18:15,01-10-2021 18:30,33,78,6.3,27.9,34.2
01-10-2021 18:30,01-10-2021 18:45,33,78,3.5,24.1,27.6
01-10-2021 18:45,01-10-2021 19:00,33,78,3.7,24,27.7
01-10-2021 19:00,01-10-2021 19:15,38,111,3.3,29.2,32.5
01-10-2021 19:15,01-10-2021 19:30,38,111,5.9,28.8,34.7
01-10-2021 19:30,01-10-2021 19:45,38,111,4.3,28.3,32.6
01-10-2021 19:45,01-10-2021 20:00,38,111,11.5,38.3,49.8
01-10-2021 20:00,01-10-2021 20:15,44,143,6.2,37.9,44.1
01-10-2021 20:15,01-10-2021 20:30,44,143,8.8,28.5,37.3
01-10-2021 20:30,01-10-2021 20:45,44,143,38,39.5,77.5
01-10-2021 20:45,01-10-2021 21:00,44,143,14,34,48
01-10-2021 21:00,01-10-2021 21:15,44,103,9.1,34.6,43.7
01-10-2021 21:15,01-10-2021 21:30,44,103,6.6,32.2,38.8
01-10-2021 21:30,01-10-2021 21:45,44,103,8.3,30.9,39.1
01-10-2021 21:45,01-10-2021 22:00,44,103,7.6,27.2,34.8
01-10-2021 22:00,01-10-2021 22:15,48,101,6.6,25.9,32.4
01-10-2021 22:15,01-10-2021 22:30,48,101,7.8,25.6,33.4
01-10-2021 22:30,01-10-2021 22:45,48,101,9.7,28.3,38
01-10-2021 22:45,01-10-2021 23:00,48,101,27.7,29.8,57.4
01-10-2021 23:00,01-10-2021 23:15,51,106,27.3,29.7,57
01-10-2021 23:15,01-10-2021 23:30,51,106,37.3,31.2,68.4
01-10-2021 23:30,01-10-2021 23:45,51,106,52,30.8,82.8
01-10-2021 23:45,02-10-2021 00:00,51,106,37.4,30.7,68.1
02-10-2021 00:00,02-10-2021 00:15,56,97,26.8,24.5,51.3
02-10-2021 00:15,02-10-2021 00:30,56,97,19.6,26.3,45.9
02-10-2021 00:30,02-10-2021 00:45,56,97,17.3,25.9,43.1
02-10-2021 00:45,02-10-2021 01:00,56,97,13.5,23.7,37.3
02-10-2021 01:00,02-10-2021 01:15,62,110,16,22,38
02-10-2021 01:15,02-10-2021 01:30,62,110,11.7,22.2,33.9
02-10-2021 01:30,02-10-2021 01:45,62,110,9.8,19.7,29.5
02-10-2021 01:45,02-10-2021 02:00,62,110,11.6,21.2,32.8
02-10-2021 02:00,02-10-2021 02:15,63,96,None,None,None
02-10-2021 02:15,02-10-2021 02:30,63,96,None,None,None
02-10-2021 02:30,02-10-2021 02:45,63,96,None,None,None
02-10-2021 02:45,02-10-2021 03:00,63,96,21.5,24.5,46
02-10-2021 03:00,02-10-2021 03:15,59,96,19.8,25,44.8
02-10-2021 03:15,02-10-2021 03:30,59,96,30.7,21.9,52.6
02-10-2021 03:30,02-10-2021 03:45,59,96,40.9,25.5,66.4
02-10-2021 03:45,02-10-2021 04:00,59,96,34.4,23.1,57.5
02-10-2021 04:00,02-10-2021 04:15,58,101,49.6,20.3,69.9
02-10-2021 04:15,02-10-2021 04:30,58,101,44.7,23.7,68.4
02-10-2021 04:30,02-10-2021 04:45,58,101,44.8,23.7,68.5
02-10-2021 04:45,02-10-2021 05:00,58,101,36,23.2,59.2
02-10-2021 05:00,02-10-2021 05:15,50,77,27.5,20.1,47.6
02-10-2021 05:15,02-10-2021 05:30,50,77,34.7,21.2,55.9
02-10-2021 05:30,02-10-2021 05:45,50,77,33.7,20.4,54
02-10-2021 05:45,02-10-2021 06:00,50,77,32.7,17.6,50.3
02-10-2021 06:00,02-10-2021 06:15,7,36,19.5,16.2,35.8
02-10-2021 06:15,02-10-2021 06:30,7,36,19.3,16.7,35.9
02-10-2021 06:30,02-10-2021 06:45,7,36,10.6,15,25.7
02-10-2021 06:45,02-10-2021 07:00,7,36,15.9,14.7,30.6
02-10-2021 07:00,02-10-2021 07:15,17,39,17.8,16.6,34.3
02-10-2021 07:15,02-10-2021 07:30,17,39,9.9,17.7,27.6
02-10-2021 07:30,02-10-2021 07:45,17,39,14,18.6,32.7
02-10-2021 07:45,02-10-2021 08:00,17,39,7,15.9,22.9
02-10-2021 08:00,02-10-2021 08:15,23,55,4.4,14.9,19.3
02-10-2021 08:15,02-10-2021 08:30,23,55,16.3,20.9,37.1
02-10-2021 08:30,02-10-2021 08:45,23,55,12.8,22.8,35.6
02-10-2021 08:45,02-10-2021 09:00,23,55,13.7,26.3,40.1
02-10-2021 09:00,02-10-2021 09:15,23,52,10.6,21.7,32.3
02-10-2021 09:15,02-10-2021 09:30,23,52,6.3,20.8,27.1
02-10-2021 09:30,02-10-2021 09:45,23,52,5.5,12.6,18.1
02-10-2021 09:45,02-10-2021 10:00,23,52,10.6,22.8,33.4
02-10-2021 10:00,02-10-2021 10:15,25,62,7.3,20.9,28.2
02-10-2021 10:15,02-10-2021 10:30,25,62,4.9,19.4,24.2
02-10-2021 10:30,02-10-2021 10:45,25,62,5.9,12.4,18.4
02-10-2021 10:45,02-10-2021 11:00,25,62,5.5,15.9,21.4
02-10-2021 11:00,02-10-2021 11:15,24,52,4.9,13.8,18.6
02-10-2021 11:15,02-10-2021 11:30,24,52,4.5,12.6,17.1
02-10-2021 11:30,02-10-2021 11:45,24,52,5.8,15.7,21.4
02-10-2021 11:45,02-10-2021 12:00,24,52,4.9,14.3,19.3
02-10-2021 12:00,02-10-2021 12:15,25,63,2.7,10.6,13.3
02-10-2021 12:15,02-10-2021 12:30,25,63,3.6,9.6,13.1
02-10-2021 12:30,02-10-2021 12:45,25,63,4.3,10.7,15
02-10-2021 12:45,02-10-2021 13:00,25,63,4.3,8.9,13.2
02-10-2021 13:00,02-10-2021 13:15,30,53,3.2,7.5,10.8
02-10-2021 13:15,02-10-2021 13:30,30,53,4.7,9.1,13.8
02-10-2021 13:30,02-10-2021 13:45,30,53,4.4,8.5,12.9
02-10-2021 13:45,02-10-2021 14:00,30,53,3.9,9.1,13
02-10-2021 14:00,02-10-2021 14:15,28,55,4.5,9.2,13.7
02-10-2021 14:15,02-10-2021 14:30,28,55,4.8,9.3,14.1
02-10-2021 14:30,02-10-2021 14:45,28,55,10,10.6,20.7
02-10-2021 14:45,02-10-2021 15:00,28,55,2.4,13.9,16.3
02-10-2021 15:00,02-10-2021 15:15,30,66,4.8,8,12.9
02-10-2021 15:15,02-10-2021 15:30,30,66,4.1,12.2,16.3
02-10-2021 15:30,02-10-2021 15:45,30,66,5.6,8.1,13.7
02-10-2021 15:45,02-10-2021 16:00,30,66,4.4,6.7,11.1
02-10-2021 16:00,02-10-2021 16:15,29,64,2.9,7,9.9
02-10-2021 16:15,02-10-2021 16:30,29,64,5.9,10.1,16
02-10-2021 16:30,02-10-2021 16:45,29,64,5.6,7.7,13.3
02-10-2021 16:45,02-10-2021 17:00,29,64,5.2,7.5,12.7
02-10-2021 17:00,02-10-2021 17:15,34,57,8.7,7.1,15.8
02-10-2021 17:15,02-10-2021 17:30,34,57,6,7,13
02-10-2021 17:30,02-10-2021 17:45,34,57,7.7,25.1,32.8
02-10-2021 17:45,02-10-2021 18:00,34,57,9,29,38
02-10-2021 18:00,02-10-2021 18:15,31,70,17.7,30.7,48.3
02-10-2021 18:15,02-10-2021 18:30,31,70,12.5,27.6,40.1
02-10-2021 18:30,02-10-2021 18:45,31,70,5.3,23.7,29
02-10-2021 18:45,02-10-2021 19:00,31,70,5.4,20.8,26.2
02-10-2021 19:00,02-10-2021 19:15,23,81,6.6,20.4,26.9
02-10-2021 19:15,02-10-2021 19:30,23,81,5.3,19.8,25.1
02-10-2021 19:30,02-10-2021 19:45,23,81,6,21.4,27.4
02-10-2021 19:45,02-10-2021 20:00,23,81,8.1,24.9,33
02-10-2021 20:00,02-10-2021 20:15,29,68,5.6,21.6,27.2
02-10-2021 20:15,02-10-2021 20:30,29,68,5.2,25.2,30.4
02-10-2021 20:30,02-10-2021 20:45,29,68,5.2,21.4,26.6
02-10-2021 20:45,02-10-2021 21:00,29,68,5.4,20.3,25.7
02-10-2021 21:00,02-10-2021 21:15,39,108,6.4,18,24.3
02-10-2021 21:15,02-10-2021 21:30,39,108,4.6,20.1,24.7
02-10-2021 21:30,02-10-2021 21:45,39,108,5,18.6,23.6
02-10-2021 21:45,02-10-2021 22:00,39,108,15.3,22.9,38.2
02-10-2021 22:00,02-10-2021 22:15,30,73,72.6,19,91.6
02-10-2021 22:15,02-10-2021 22:30,30,73,48.1,22,70.1
02-10-2021 22:30,02-10-2021 22:45,30,73,29.7,22.1,51.8
02-10-2021 22:45,02-10-2021 23:00,30,73,12.9,19.9,32.8
02-10-2021 23:00,02-10-2021 23:15,36,68,23.2,21.1,44.3
02-10-2021 23:15,02-10-2021 23:30,36,68,42.5,19.5,62.2
02-10-2021 23:30,02-10-2021 23:45,36,68,37.6,23.3,60.9
02-10-2021 23:45,03-10-2021 00:00,36,68,31.1,20.7,51.7
03-10-2021 00:00,03-10-2021 00:15,35,79,28.9,19.4,48.3
03-10-2021 00:15,03-10-2021 00:30,35,79,23.2,21,44.2
03-10-2021 00:30,03-10-2021 00:45,35,79,20,18.9,38.8
03-10-2021 00:45,03-10-2021 01:00,35,79,17.5,21.7,39.2
03-10-2021 01:00,03-10-2021 01:15,40,47,28.4,20.3,48.5
03-10-2021 01:15,03-10-2021 01:30,40,47,19.9,18.5,38.4
03-10-2021 01:30,03-10-2021 01:45,40,47,9.3,17.2,26.5
03-10-2021 01:45,03-10-2021 02:00,40,47,7.3,15,22.3
03-10-2021 02:00,03-10-2021 02:15,25,46,None,None,None
03-10-2021 02:15,03-10-2021 02:30,25,46,None,None,None
03-10-2021 02:30,03-10-2021 02:45,25,46,None,None,None
03-10-2021 02:45,03-10-2021 03:00,25,46,6.1,13.5,19.6
03-10-2021 03:00,03-10-2021 03:15,24,44,8.2,12.3,20.5
03-10-2021 03:15,03-10-2021 03:30,24,44,15.2,15.1,30.2
03-10-2021 03:30,03-10-2021 03:45,24,44,21.7,15.1,36.8
03-10-2021 03:45,03-10-2021 04:00,24,44,20,14.7,34.6
03-10-2021 04:00,03-10-2021 04:15,23,46,17.1,15,32.1
03-10-2021 04:15,03-10-2021 04:30,23,46,17.6,16.2,33.8
03-10-2021 04:30,03-10-2021 04:45,23,46,21.5,16.5,38
03-10-2021 04:45,03-10-2021 05:00,23,46,21.6,18.9,40.5
03-10-2021 05:00,03-10-2021 05:15,24,53,21.1,14.9,36
03-10-2021 05:15,03-10-2021 05:30,24,53,24.1,16.2,40.2
03-10-2021 05:30,03-10-2021 05:45,24,53,26.8,15.6,42.5
03-10-2021 05:45,03-10-2021 06:00,24,53,30.8,14.6,45.4
03-10-2021 06:00,03-10-2021 06:15,24,51,25,12.6,37.5
03-10-2021 06:15,03-10-2021 06:30,24,51,21.6,12.2,33.9
03-10-2021 06:30,03-10-2021 06:45,24,51,19.3,13.4,32.7
03-10-2021 06:45,03-10-2021 07:00,24,51,30.1,12.4,42.5
03-10-2021 07:00,03-10-2021 07:15,22,48,27,12.7,39.7
03-10-2021 07:15,03-10-2021 07:30,22,48,28.7,16,44.6
03-10-2021 07:30,03-10-2021 07:45,22,48,23.6,18.3,41.9
03-10-2021 07:45,03-10-2021 08:00,22,48,13,14.3,27.3
03-10-2021 08:00,03-10-2021 08:15,25,62,11.9,14.6,26.5
03-10-2021 08:15,03-10-2021 08:30,25,62,12.6,13.5,26
03-10-2021 08:30,03-10-2021 08:45,25,62,8,14.4,22.4
03-10-2021 08:45,03-10-2021 09:00,25,62,11.3,16.5,27.8
03-10-2021 09:00,03-10-2021 09:15,17,46,7.1,14.6,21.7
03-10-2021 09:15,03-10-2021 09:30,17,46,7.1,16.3,23.4
03-10-2021 09:30,03-10-2021 09:45,17,46,8.1,16.8,25
03-10-2021 09:45,03-10-2021 10:00,17,46,6.9,17.8,24.7
03-10-2021 10:00,03-10-2021 10:15,11,36,6.8,18.1,25
03-10-2021 10:15,03-10-2021 10:30,11,36,5.8,11.8,17.6
03-10-2021 10:30,03-10-2021 10:45,11,36,8.6,16,24.5
03-10-2021 10:45,03-10-2021 11:00,11,36,5.3,14.5,19.8
03-10-2021 11:00,03-10-2021 11:15,8,55,3.5,11.9,15.4
03-10-2021 11:15,03-10-2021 11:30,8,55,7.1,14.4,21.4
03-10-2021 11:30,03-10-2021 11:45,8,55,5.5,11.7,17.1
03-10-2021 11:45,03-10-2021 12:00,8,55,4.2,12.1,16.3
03-10-2021 12:00,03-10-2021 12:15,16,56,3.6,11.7,15.3
03-10-2021 12:15,03-10-2021 12:30,16,56,4.6,9.4,14
03-10-2021 12:30,03-10-2021 12:45,16,56,4.6,10.3,14.9
03-10-2021 12:45,03-10-2021 13:00,16,56,7.7,10.4,18.1
03-10-2021 13:00,03-10-2021 13:15,6,70,5.9,10.6,16.5
03-10-2021 13:15,03-10-2021 13:30,6,70,3.8,9.8,13.7
03-10-2021 13:30,03-10-2021 13:45,6,70,3.2,7.6,10.8
03-10-2021 13:45,03-10-2021 14:00,6,70,3.4,8.6,12
03-10-2021 14:00,03-10-2021 14:15,7,40,3.3,7.1,10.3
03-10-2021 14:15,03-10-2021 14:30,7,40,4.1,6.6,10.7
03-10-2021 14:30,03-10-2021 14:45,7,40,4,6,10
03-10-2021 14:45,03-10-2021 15:00,7,40,6.7,11.8,18.5
03-10-2021 15:00,03-10-2021 15:15,8,51,7.5,12.1,19.7
03-10-2021 15:15,03-10-2021 15:30,8,51,7.2,14.3,21.5
03-10-2021 15:30,03-10-2021 15:45,8,51,5.5,12.5,18
03-10-2021 15:45,03-10-2021 16:00,8,51,6,13.3,19.3
03-10-2021 16:00,03-10-2021 16:15,5,29,5.9,11.9,17.8
03-10-2021 16:15,03-10-2021 16:30,5,29,7.1,16.1,23.1
03-10-2021 16:30,03-10-2021 16:45,5,29,5.1,18.7,23.8
03-10-2021 16:45,03-10-2021 17:00,5,29,6.4,16.2,22.7
03-10-2021 17:00,03-10-2021 17:15,6,28,7.4,13.9,21.3
03-10-2021 17:15,03-10-2021 17:30,6,28,7.5,14.8,22.3
03-10-2021 17:30,03-10-2021 17:45,6,28,6.2,18.1,24.3
03-10-2021 17:45,03-10-2021 18:00,6,28,6.6,15.4,22
03-10-2021 18:00,03-10-2021 18:15,11,34,7.7,20,27.6
03-10-2021 18:15,03-10-2021 18:30,11,34,4.2,16.8,20.9
03-10-2021 18:30,03-10-2021 18:45,11,34,10.9,17.4,28.3
03-10-2021 18:45,03-10-2021 19:00,11,34,30.2,24.6,54.8
03-10-2021 19:00,03-10-2021 19:15,13,52,13.1,26.9,40
03-10-2021 19:15,03-10-2021 19:30,13,52,7.5,24.4,31.9
03-10-2021 19:30,03-10-2021 19:45,13,52,11.6,22.9,34.4
03-10-2021 19:45,03-10-2021 20:00,13,52,7.1,22.1,29.2
03-10-2021 20:00,03-10-2021 20:15,22,55,7.1,23.6,30.7
03-10-2021 20:15,03-10-2021 20:30,22,55,11.1,25.8,36.9
03-10-2021 20:30,03-10-2021 20:45,22,55,9.4,23.8,33.3
03-10-2021 20:45,03-10-2021 21:00,22,55,8.3,22.6,30.8
03-10-2021 21:00,03-10-2021 21:15,22,61,13.2,21.6,34.9
03-10-2021 21:15,03-10-2021 21:30,22,61,8.8,21,29.7
03-10-2021 21:30,03-10-2021 21:45,22,61,5.4,20,25.3
03-10-2021 21:45,03-10-2021 22:00,22,61,10.7,20.7,31.3
03-10-2021 22:00,03-10-2021 22:15,30,55,8.7,20.1,28.8
03-10-2021 22:15,03-10-2021 22:30,30,55,5.8,16.4,22.2
03-10-2021 22:30,03-10-2021 22:45,30,55,7.3,16.9,24.2
03-10-2021 22:45,03-10-2021 23:00,30,55,5.5,21.4,26.9
03-10-2021 23:00,03-10-2021 23:15,24,62,10.4,22,32.4
03-10-2021 23:15,03-10-2021 23:30,24,62,11.4,19.9,31.4
03-10-2021 23:30,03-10-2021 23:45,24,62,9.4,22.9,32.2
03-10-2021 23:45,04-10-2021 00:00,24,62,11,24.2,35.2
04-10-2021 00:00,04-10-2021 00:15,25,None,15.3,22.3,37.6
04-10-2021 00:15,04-10-2021 00:30,25,58,18.4,19.6,37.9
04-10-2021 00:30,04-10-2021 00:45,25,58,25.8,18.6,44.4
04-10-2021 00:45,04-10-2021 01:00,25,58,31.3,18.9,50.2
04-10-2021 01:00,04-10-2021 01:15,29,68,33.2,20.5,53.7
04-10-2021 01:15,04-10-2021 01:30,29,68,36.2,17.7,53.9
04-10-2021 01:30,04-10-2021 01:45,29,68,26.7,18.6,45.4
04-10-2021 01:45,04-10-2021 02:00,29,68,14.7,17.2,31.9
04-10-2021 02:00,04-10-2021 02:15,30,59,None,None,None
04-10-2021 02:15,04-10-2021 02:30,30,59,None,None,None
04-10-2021 02:30,04-10-2021 02:45,30,59,None,None,None
04-10-2021 02:45,04-10-2021 03:00,30,59,28.7,14.1,42.8
04-10-2021 03:00,04-10-2021 03:15,27,42,26.2,16,42.1
04-10-2021 03:15,04-10-2021 03:30,27,42,16.8,13.8,30.6
04-10-2021 03:30,04-10-2021 03:45,27,42,14.5,13.1,27.6
04-10-2021 03:45,04-10-2021 04:00,27,42,18.2,13.7,31.9
04-10-2021 04:00,04-10-2021 04:15,20,45,17.2,14,31.3
04-10-2021 04:15,04-10-2021 04:30,20,45,20.4,16,36.4
04-10-2021 04:30,04-10-2021 04:45,20,45,20.2,12.7,32.9
04-10-2021 04:45,04-10-2021 05:00,20,45,17.6,15.3,32.9
04-10-2021 05:00,04-10-2021 05:15,19,39,11,12.7,23.7
04-10-2021 05:15,04-10-2021 05:30,19,39,11.7,13.5,25.2
04-10-2021 05:30,04-10-2021 05:45,19,39,10.7,14.7,25.5
04-10-2021 05:45,04-10-2021 06:00,19,39,18,13.4,31.4
04-10-2021 06:00,04-10-2021 06:15,18,44,20.5,15.1,35.5
04-10-2021 06:15,04-10-2021 06:30,18,44,22.9,11.4,34.2
04-10-2021 06:30,04-10-2021 06:45,18,44,25.8,11.5,37.3
04-10-2021 06:45,04-10-2021 07:00,18,44,24.4,14.4,38.8
04-10-2021 07:00,04-10-2021 07:15,22,44,36.9,13.5,50.4
04-10-2021 07:15,04-10-2021 07:30,22,44,45.5,11.9,57.4
04-10-2021 07:30,04-10-2021 07:45,22,44,30,16.5,46.5
04-10-2021 07:45,04-10-2021 08:00,22,44,20.4,18.2,38.6
04-10-2021 08:00,04-10-2021 08:15,25,56,14.3,17.4,31.7
04-10-2021 08:15,04-10-2021 08:30,25,56,12.5,21.7,34.2
04-10-2021 08:30,04-10-2021 08:45,25,56,7.9,17,24.9
04-10-2021 08:45,04-10-2021 09:00,25,56,7.9,17.1,25.1
04-10-2021 09:00,04-10-2021 09:15,27,59,10.2,16.2,26.4
04-10-2021 09:15,04-10-2021 09:30,27,59,8.9,15.1,24
04-10-2021 09:30,04-10-2021 09:45,27,59,4.4,13.6,17.9
04-10-2021 09:45,04-10-2021 10:00,27,59,6.5,11.6,18.1
04-10-2021 10:00,04-10-2021 10:15,17,40,5,10.8,15.8
04-10-2021 10:15,04-10-2021 10:30,17,40,4.8,9.5,14.3
04-10-2021 10:30,04-10-2021 10:45,17,40,7.7,12,19.6
04-10-2021 10:45,04-10-2021 11:00,17,40,2.3,11.4,13.6
04-10-2021 11:00,04-10-2021 11:15,12,50,3.4,11.4,14.8
04-10-2021 11:15,04-10-2021 11:30,12,50,5.4,10.1,15.4
04-10-2021 11:30,04-10-2021 11:45,12,50,5.7,7.6,13.3
04-10-2021 11:45,04-10-2021 12:00,12,50,2.9,10,12.9
04-10-2021 12:00,04-10-2021 12:15,7,40,6.8,9.8,16.6
04-10-2021 12:15,04-10-2021 12:30,7,40,6.6,11.4,18
04-10-2021 12:30,04-10-2021 12:45,7,40,5,11.6,16.6
04-10-2021 12:45,04-10-2021 13:00,7,40,4,12.1,16
04-10-2021 13:00,04-10-2021 13:15,5,39,4.3,10,14.3
04-10-2021 13:15,04-10-2021 13:30,5,39,5.9,13.3,19.2
04-10-2021 13:30,04-10-2021 13:45,5,39,7.2,14.1,21.3
04-10-2021 13:45,04-10-2021 14:00,5,39,5,11.1,16.1
04-10-2021 14:00,04-10-2021 14:15,11,30,4.3,7.4,11.7
04-10-2021 14:15,04-10-2021 14:30,11,30,4.8,9.8,14.5
04-10-2021 14:30,04-10-2021 14:45,11,30,5.8,7.4,13.2
04-10-2021 14:45,04-10-2021 15:00,11,30,5.4,10.7,16.1
04-10-2021 15:00,04-10-2021 15:15,13,36,5.2,13.8,19
04-10-2021 15:15,04-10-2021 15:30,13,36,5.9,11.5,17.4
04-10-2021 15:30,04-10-2021 15:45,13,36,5.5,15.1,20.5
04-10-2021 15:45,04-10-2021 16:00,13,36,12.8,13.4,26.2
04-10-2021 16:00,04-10-2021 16:15,11,31,5.8,13.6,19.4
04-10-2021 16:15,04-10-2021 16:30,11,31,5.2,6.2,11.3
04-10-2021 16:30,04-10-2021 16:45,11,31,6.3,9.4,15.7
04-10-2021 16:45,04-10-2021 17:00,11,31,0.8,13.5,14.3
04-10-2021 17:00,04-10-2021 17:15,8,33,4.6,9.7,14.2
04-10-2021 17:15,04-10-2021 17:30,8,33,4.4,12.9,17.3
04-10-2021 17:30,04-10-2021 17:45,8,33,6.8,10.7,17.5
04-10-2021 17:45,04-10-2021 18:00,8,33,5.4,16.2,21.7
04-10-2021 18:00,04-10-2021 18:15,16,33,4.6,14.2,18.7
04-10-2021 18:15,04-10-2021 18:30,16,33,5.4,14.5,19.9
04-10-2021 18:30,04-10-2021 18:45,16,33,4.8,11.8,16.6
04-10-2021 18:45,04-10-2021 19:00,16,33,5.4,17.3,22.6
04-10-2021 19:00,04-10-2021 19:15,19,61,5.5,21.1,26.7
04-10-2021 19:15,04-10-2021 19:30,19,61,4.6,20,24.6
04-10-2021 19:30,04-10-2021 19:45,19,61,5.9,19.2,25
04-10-2021 19:45,04-10-2021 20:00,19,61,4.4,21.4,25.8
04-10-2021 20:00,04-10-2021 20:15,19,63,4.1,21,25.1
04-10-2021 20:15,04-10-2021 20:30,19,63,4.9,22.2,27.1
04-10-2021 20:30,04-10-2021 20:45,19,63,14.4,22.1,36.5
04-10-2021 20:45,04-10-2021 21:00,19,63,12.1,20.2,32.3
04-10-2021 21:00,04-10-2021 21:15,22,62,22.4,17.5,40
04-10-2021 21:15,04-10-2021 21:30,22,62,13.1,20.9,34
04-10-2021 21:30,04-10-2021 21:45,22,62,14.1,20.5,34.6
04-10-2021 21:45,04-10-2021 22:00,22,62,18.7,23.6,42.4
04-10-2021 22:00,04-10-2021 22:15,23,101,17.1,24.6,41.7
04-10-2021 22:15,04-10-2021 22:30,23,101,22.3,24.7,47
04-10-2021 22:30,04-10-2021 22:45,23,101,36,20,56
04-10-2021 22:45,04-10-2021 23:00,23,101,29.8,23.4,53.1
04-10-2021 23:00,04-10-2021 23:15,23,123,42.5,24,66.6
04-10-2021 23:15,04-10-2021 23:30,23,123,34.5,22.3,56.9
04-10-2021 23:30,04-10-2021 23:45,23,123,44.3,23.5,67.8
04-10-2021 23:45,05-10-2021 00:00,23,123,28,22,50
05-10-2021 00:00,05-10-2021 00:15,27,69,19.6,20.8,40.3
