From Date,To Date,pm2_5,pm10,NO,NO2,NOx
12-10-2021 02:45,12-10-2021 03:00,62,151,43,18.3,61.2
12-10-2021 03:00,12-10-2021 03:15,62,139,41.4,20.8,62.2
12-10-2021 03:15,12-10-2021 03:30,62,139,47.2,17.6,64.9
12-10-2021 03:30,12-10-2021 03:45,62,139,43.4,16.1,59.5
12-10-2021 03:45,12-10-2021 04:00,62,139,37.7,15.3,53
12-10-2021 04:00,12-10-2021 04:15,61,139,32.3,15.4,47.7
12-10-2021 04:15,12-10-2021 04:30,61,139,35.3,17,52.3
12-10-2021 04:30,12-10-2021 04:45,61,139,44.6,14.5,59.1
12-10-2021 04:45,12-10-2021 05:00,61,139,41.7,21,62.7
12-10-2021 05:00,12-10-2021 05:15,63,139,40.7,23.1,63.8
12-10-2021 05:15,12-10-2021 05:30,63,139,42.4,19.6,62
12-10-2021 05:30,12-10-2021 05:45,63,139,47.2,18.3,65.5
12-10-2021 05:45,12-10-2021 06:00,63,139,47.9,19.1,67
12-10-2021 06:00,12-10-2021 06:15,68,144,42.1,20.8,62.9
12-10-2021 06:15,12-10-2021 06:30,68,144,49.2,20.9,70.1
12-10-2021 06:30,12-10-2021 06:45,68,144,52.9,19.7,72.6
12-10-2021 06:45,12-10-2021 07:00,68,144,51.2,17.1,68.3
12-10-2021 07:00,12-10-2021 07:15,75,151,58.4,21.1,79.4
12-10-2021 07:15,12-10-2021 07:30,75,151,61,19.2,80.3
12-10-2021 07:30,12-10-2021 07:45,75,151,59.7,20,79.7
12-10-2021 07:45,12-10-2021 08:00,75,151,46.5,30.9,77.3
12-10-2021 08:00,12-10-2021 08:15,92,185,34.1,43.2,77.3
12-10-2021 08:15,12-10-2021 08:30,92,185,21.7,42.8,64.5
12-10-2021 08:30,12-10-2021 08:45,92,185,14.8,33.4,48.2
12-10-2021 08:45,12-10-2021 09:00,92,185,9.1,30.9,40
12-10-2021 09:00,12-10-2021 09:15,79,166,4.7,30.6,35.3
12-10-2021 09:15,12-10-2021 09:30,79,166,4.6,24.8,29.4
12-10-2021 09:30,12-10-2021 09:45,79,166,4.6,20.2,24.8
12-10-2021 09:45,12-10-2021 10:00,79,166,6,17.6,23.6
12-10-2021 10:00,12-10-2021 10:15,48,123,4.9,17,21.9
12-10-2021 10:15,12-10-2021 10:30,48,123,5.1,13.1,18.2
12-10-2021 10:30,12-10-2021 10:45,48,123,2.7,17.1,19.7
12-10-2021 10:45,12-10-2021 11:00,48,123,4.3,14.5,18.8
12-10-2021 11:00,12-10-2021 11:15,35,99,3.5,13.6,17.1
12-10-2021 11:15,12-10-2021 11:30,35,99,1.3,12,13.4
12-10-2021 11:30,12-10-2021 11:45,35,99,2.2,9,11.3
12-10-2021 11:45,12-10-2021 12:00,35,99,3.5,9.1,12.5
12-10-2021 12:00,12-10-2021 12:15,33,105,2.5,7.5,10
12-10-2021 12:15,12-10-2021 12:30,33,105,3.2,7.2,10.4
12-10-2021 12:30,12-10-2021 12:45,33,105,2.7,8.7,11.3
12-10-2021 12:45,12-10-2021 13:00,33,105,4,6.8,10.9
12-10-2021 13:00,12-10-2021 13:15,25,94,3.4,6.6,10.1
12-10-2021 13:15,12-10-2021 13:30,25,94,4.2,7.2,11.4
12-10-2021 13:30,12-10-2021 13:45,25,94,4.3,6.1,10.4
12-10-2021 13:45,12-10-2021 14:00,25,94,4.2,6.2,10.4
12-10-2021 14:00,12-10-2021 14:15,17,69,3.4,6.2,9.6
12-10-2021 14:15,12-10-2021 14:30,17,69,2.6,6.5,9.1
12-10-2021 14:30,12-10-2021 14:45,17,69,1.2,6.3,7.5
12-10-2021 14:45,12-10-2021 15:00,17,69,3.2,5.6,8.8
12-10-2021 15:00,12-10-2021 15:15,18,64,2.3,6,8.3
12-10-2021 15:15,12-10-2021 15:30,18,64,2.6,5.7,8.3
12-10-2021 15:30,12-10-2021 15:45,18,64,4.1,4.6,8.7
12-10-2021 15:45,12-10-2021 16:00,18,64,3.8,5.4,9.2
12-10-2021 16:00,12-10-2021 16:15,17,67,3.1,5.9,9.1
12-10-2021 16:15,12-10-2021 16:30,17,67,2.2,6,8.2
12-10-2021 16:30,12-10-2021 16:45,17,67,2.4,5.4,7.7
12-10-2021 16:45,12-10-2021 17:00,17,67,3.8,6.2,10
12-10-2021 17:00,12-10-2021 17:15,19,77,2.3,5.6,7.9
12-10-2021 17:15,12-10-2021 17:30,19,77,4.1,7.3,11.4
12-10-2021 17:30,12-10-2021 17:45,19,77,5.1,8.2,13.3
12-10-2021 17:45,12-10-2021 18:00,19,77,4.6,10.4,15
12-10-2021 18:00,12-10-2021 18:15,30,113,3.3,10.6,13.8
12-10-2021 18:15,12-10-2021 18:30,30,113,2.5,12.7,15.2
12-10-2021 18:30,12-10-2021 18:45,30,113,2.8,14.5,17.3
12-10-2021 18:45,12-10-2021 19:00,30,113,4.4,15.5,19.9
12-10-2021 19:00,12-10-2021 19:15,42,147,5.5,14.7,20.1
12-10-2021 19:15,12-10-2021 19:30,42,147,4.2,18,22.3
12-10-2021 19:30,12-10-2021 19:45,42,147,3,18.8,21.8
12-10-2021 19:45,12-10-2021 20:00,42,147,3.7,21.5,25.2
12-10-2021 20:00,12-10-2021 20:15,58,147,10.7,25,35.6
12-10-2021 20:15,12-10-2021 20:30,58,147,23.7,27.4,51.1
12-10-2021 20:30,12-10-2021 20:45,58,147,21.3,27.4,48.7
12-10-2021 20:45,12-10-2021 21:00,58,147,12.1,25.2,37.3
12-10-2021 21:00,12-10-2021 21:15,57,155,5.7,23.7,29.4
12-10-2021 21:15,12-10-2021 21:30,57,155,6.2,21.4,27.6
12-10-2021 21:30,12-10-2021 21:45,57,155,3.3,22.4,25.7
12-10-2021 21:45,12-10-2021 22:00,57,155,4.8,21.4,26.3
12-10-2021 22:00,12-10-2021 22:15,52,153,2.4,18.7,21.1
12-10-2021 22:15,12-10-2021 22:30,52,153,4,18.5,22.5
12-10-2021 22:30,12-10-2021 22:45,52,153,7.2,22.8,30
12-10-2021 22:45,12-10-2021 23:00,52,153,9.9,24.9,34.8
12-10-2021 23:00,12-10-2021 23:15,73,166,25,25.5,50.5
12-10-2021 23:15,12-10-2021 23:30,73,166,9,23.8,32.8
12-10-2021 23:30,12-10-2021 23:45,73,166,5,24.6,29.6
12-10-2021 23:45,13-10-2021 00:00,73,166,7.5,22.7,30.2
13-10-2021 00:00,13-10-2021 00:15,70,155,38.8,24.7,63.5
13-10-2021 00:15,13-10-2021 00:30,70,155,13.1,24.5,37.7
13-10-2021 00:30,13-10-2021 00:45,70,155,8.4,23.1,31.4
13-10-2021 00:45,13-10-2021 01:00,70,155,6,20.9,26.9
13-10-2021 01:00,13-10-2021 01:15,90,161,4.5,19.7,24.2
13-10-2021 01:15,13-10-2021 01:30,90,161,17.6,22.5,39.9
13-10-2021 01:30,13-10-2021 01:45,90,161,14.8,20,34.9
13-10-2021 01:45,13-10-2021 02:00,90,161,7.5,18.3,25.8
13-10-2021 02:00,13-10-2021 02:15,70,143,None,None,None
13-10-2021 02:15,13-10-2021 02:30,70,143,None,None,None
13-10-2021 02:30,13-10-2021 02:45,70,143,None,None,None
13-10-2021 02:45,13-10-2021 03:00,70,143,5.3,18.7,24
13-10-2021 03:00,13-10-2021 03:15,68,133,4.8,23.6,28.4
13-10-2021 03:15,13-10-2021 03:30,68,133,8.8,24.9,33.6
13-10-2021 03:30,13-10-2021 03:45,68,133,9.6,23.8,33.4
13-10-2021 03:45,13-10-2021 04:00,68,133,7.9,24.9,32.8
13-10-2021 04:00,13-10-2021 04:15,74,146,12.1,20.4,32.4
13-10-2021 04:15,13-10-2021 04:30,74,146,10.8,19.8,30.5
13-10-2021 04:30,13-10-2021 04:45,74,146,10.3,20.3,30.6
13-10-2021 04:45,13-10-2021 05:00,74,146,7.9,23.4,31.3
13-10-2021 05:00,13-10-2021 05:15,72,129,8.4,19.7,28.1
13-10-2021 05:15,13-10-2021 05:30,72,129,10.1,21,31
13-10-2021 05:30,13-10-2021 05:45,72,129,10.9,18.5,29.4
13-10-2021 05:45,13-10-2021 06:00,72,129,16,20.1,36.1
13-10-2021 06:00,13-10-2021 06:15,73,127,23.7,19.2,43
13-10-2021 06:15,13-10-2021 06:30,73,127,24,19.9,43.9
13-10-2021 06:30,13-10-2021 06:45,73,127,28.5,18.8,47.3
13-10-2021 06:45,13-10-2021 07:00,73,127,34.6,14.7,49.3
13-10-2021 07:00,13-10-2021 07:15,74,130,28.9,17,45.9
13-10-2021 07:15,13-10-2021 07:30,74,130,30.6,16.7,47.2
13-10-2021 07:30,13-10-2021 07:45,74,130,27.5,18.5,46
13-10-2021 07:45,13-10-2021 08:00,74,130,22.8,19.7,42.5
13-10-2021 08:00,13-10-2021 08:15,79,145,15.8,21.9,37.7
13-10-2021 08:15,13-10-2021 08:30,79,145,9.1,25.7,34.8
13-10-2021 08:30,13-10-2021 08:45,79,145,5.6,28.7,34.3
13-10-2021 08:45,13-10-2021 09:00,79,145,5.2,43.5,48.7
13-10-2021 09:00,13-10-2021 09:15,102,185,4.3,23.2,27.5
13-10-2021 09:15,13-10-2021 09:30,102,185,5.1,21,26.1
13-10-2021 09:30,13-10-2021 09:45,102,185,3.8,20.3,24.1
13-10-2021 09:45,13-10-2021 10:00,102,185,1.4,15.6,17
13-10-2021 10:00,13-10-2021 10:15,92,212,3,14.3,17.4
13-10-2021 10:15,13-10-2021 10:30,92,212,2.3,15.2,17.5
13-10-2021 10:30,13-10-2021 10:45,92,212,3.5,12,15.5
13-10-2021 10:45,13-10-2021 11:00,92,212,3.9,11.5,15.4
13-10-2021 11:00,13-10-2021 11:15,84,186,2.2,12,14.2
13-10-2021 11:15,13-10-2021 11:30,84,186,5.1,7,12
13-10-2021 11:30,13-10-2021 11:45,84,186,3,9.8,12.9
13-10-2021 11:45,13-10-2021 12:00,84,186,1.3,9.3,10.6
13-10-2021 12:00,13-10-2021 12:15,63,168,4,7.9,11.9
13-10-2021 12:15,13-10-2021 12:30,63,168,2.7,8.5,11.2
13-10-2021 12:30,13-10-2021 12:45,63,168,2.7,7.3,10.1
13-10-2021 12:45,13-10-2021 13:00,63,168,3.5,6.8,10.2
13-10-2021 13:00,13-10-2021 13:15,52,136,3.3,7.3,10.5
13-10-2021 13:15,13-10-2021 13:30,52,136,4.6,6.6,11.2
13-10-2021 13:30,13-10-2021 13:45,52,136,2.3,7.1,9.3
13-10-2021 13:45,13-10-2021 14:00,52,136,1.9,7.1,9
13-10-2021 14:00,13-10-2021 14:15,47,130,1.1,7.3,8.4
13-10-2021 14:15,13-10-2021 14:30,47,130,3.4,7.9,11.3
13-10-2021 14:30,13-10-2021 14:45,47,130,3.7,6.4,10.1
13-10-2021 14:45,13-10-2021 15:00,47,130,5,4.7,9.7
13-10-2021 15:00,13-10-2021 15:15,42,119,3.9,5.8,9.7
13-10-2021 15:15,13-10-2021 15:30,42,119,1.1,5.9,7
13-10-2021 15:30,13-10-2021 15:45,42,119,1.5,5.4,6.9
13-10-2021 15:45,13-10-2021 16:00,42,119,2.4,6.2,8.6
13-10-2021 16:00,13-10-2021 16:15,29,100,2.6,6,8.6
13-10-2021 16:15,13-10-2021 16:30,29,100,2,5.4,7.3
13-10-2021 16:30,13-10-2021 16:45,29,100,0.8,6.4,7.2
13-10-2021 16:45,13-10-2021 17:00,29,100,3,7.2,10.2
13-10-2021 17:00,13-10-2021 17:15,35,116,4.3,6.7,11.1
13-10-2021 17:15,13-10-2021 17:30,35,116,5,6.5,11.5
13-10-2021 17:30,13-10-2021 17:45,35,116,2,6.4,8.4
13-10-2021 17:45,13-10-2021 18:00,35,116,2.2,7.1,9.2
13-10-2021 18:00,13-10-2021 18:15,38,116,2.7,11.8,14.5
13-10-2021 18:15,13-10-2021 18:30,38,116,3.4,11.8,15.1
13-10-2021 18:30,13-10-2021 18:45,38,116,4.4,17.4,21.8
13-10-2021 18:45,13-10-2021 19:00,38,116,5.9,20.6,26.5
13-10-2021 19:00,13-10-2021 19:15,46,136,6.2,21.6,27.8
13-10-2021 19:15,13-10-2021 19:30,46,136,4.8,22.2,27
13-10-2021 19:30,13-10-2021 19:45,46,136,4.5,26.3,30.8
13-10-2021 19:45,13-10-2021 20:00,46,136,3.7,27.3,31
13-10-2021 20:00,13-10-2021 20:15,59,167,2.8,29.6,32.4
13-10-2021 20:15,13-10-2021 20:30,59,167,4.4,29.1,33.5
13-10-2021 20:30,13-10-2021 20:45,59,167,4.9,27.6,32.6
13-10-2021 20:45,13-10-2021 21:00,59,167,6.3,27,33.3
13-10-2021 21:00,13-10-2021 21:15,73,156,10.2,30.4,40.6
13-10-2021 21:15,13-10-2021 21:30,73,156,17,29.8,46.7
13-10-2021 21:30,13-10-2021 21:45,73,156,9.9,30,39.8
13-10-2021 21:45,13-10-2021 22:00,73,156,6.3,28.3,34.6
13-10-2021 22:00,13-10-2021 22:15,86,164,7.5,27,34.4
13-10-2021 22:15,13-10-2021 22:30,86,164,7.9,25.7,33.6
13-10-2021 22:30,13-10-2021 22:45,86,164,4,24.5,28.6
13-10-2021 22:45,13-10-2021 23:00,86,164,4.1,23.3,27.4
13-10-2021 23:00,13-10-2021 23:15,84,152,5.6,22,27.6
13-10-2021 23:15,13-10-2021 23:30,84,152,4.2,19.7,24
13-10-2021 23:30,13-10-2021 23:45,84,152,5.3,19.8,25
13-10-2021 23:45,14-10-2021 00:00,84,152,4.7,18.5,23.2
14-10-2021 00:00,14-10-2021 00:15,79,134,2.7,16.7,19.4
14-10-2021 00:15,14-10-2021 00:30,79,134,6.8,18.7,25.4
14-10-2021 00:30,14-10-2021 00:45,79,134,8.2,16.7,25
14-10-2021 00:45,14-10-2021 01:00,79,134,4,18.8,22.8
14-10-2021 01:00,14-10-2021 01:15,88,138,4.3,21.4,25.7
14-10-2021 01:15,14-10-2021 01:30,88,138,6,24.2,30.3
14-10-2021 01:30,14-10-2021 01:45,88,138,7,24.9,31.9
14-10-2021 01:45,14-10-2021 02:00,88,138,11.4,27.8,39.2
14-10-2021 02:00,14-10-2021 02:15,72,141,None,None,None
14-10-2021 02:15,14-10-2021 02:30,72,141,None,None,None
14-10-2021 02:30,14-10-2021 02:45,72,141,None,None,None
14-10-2021 02:45,14-10-2021 03:00,72,141,13.7,26.4,40.1
14-10-2021 03:00,14-10-2021 03:15,69,125,16.2,24.5,40.7
14-10-2021 03:15,14-10-2021 03:30,69,125,14.3,26,40.4
14-10-2021 03:30,14-10-2021 03:45,69,125,17.6,24.7,42.3
14-10-2021 03:45,14-10-2021 04:00,69,125,23.2,24.5,47.6
14-10-2021 04:00,14-10-2021 04:15,64,130,23.8,23.2,47
14-10-2021 04:15,14-10-2021 04:30,64,130,20.2,23.6,43.7
14-10-2021 04:30,14-10-2021 04:45,64,130,19.1,22.1,41.2
14-10-2021 04:45,14-10-2021 05:00,64,130,20.5,19.7,40.2
14-10-2021 05:00,14-10-2021 05:15,70,130,19.7,20,39.7
14-10-2021 05:15,14-10-2021 05:30,70,130,17.3,21.3,38.6
14-10-2021 05:30,14-10-2021 05:45,70,130,14.4,22,36.4
14-10-2021 05:45,14-10-2021 06:00,70,130,17,19,36
14-10-2021 06:00,14-10-2021 06:15,73,133,20.4,18.1,38.5
14-10-2021 06:15,14-10-2021 06:30,73,133,26.5,18.3,44.9
14-10-2021 06:30,14-10-2021 06:45,73,133,29,18.8,47.9
14-10-2021 06:45,14-10-2021 07:00,73,133,27.1,17.7,44.9
14-10-2021 07:00,14-10-2021 07:15,68,144,24,17.5,41.6
14-10-2021 07:15,14-10-2021 07:30,68,144,18.5,20.9,39.4
14-10-2021 07:30,14-10-2021 07:45,68,144,14.7,21.4,36.1
14-10-2021 07:45,14-10-2021 08:00,68,144,9.6,19.3,28.9
14-10-2021 08:00,14-10-2021 08:15,69,151,5.2,18.5,23.7
14-10-2021 08:15,14-10-2021 08:30,69,151,4.6,18.6,23.2
14-10-2021 08:30,14-10-2021 08:45,69,151,5,23.8,28.8
14-10-2021 08:45,14-10-2021 09:00,69,151,3.9,16.9,20.8
14-10-2021 09:00,14-10-2021 09:15,80,167,2.8,13.9,16.7
14-10-2021 09:15,14-10-2021 09:30,80,167,3.8,12.9,16.8
14-10-2021 09:30,14-10-2021 09:45,80,167,3.7,13.8,17.5
14-10-2021 09:45,14-10-2021 10:00,80,167,1.8,12.7,14.5
14-10-2021 10:00,14-10-2021 10:15,83,175,3.1,14.5,17.6
14-10-2021 10:15,14-10-2021 10:30,83,175,2.2,13.8,16
14-10-2021 10:30,14-10-2021 10:45,83,175,3.4,11.5,14.8
14-10-2021 10:45,14-10-2021 11:00,83,175,4.7,10.8,15.5
14-10-2021 11:00,14-10-2021 11:15,79,169,3,11.5,14.5
14-10-2021 11:15,14-10-2021 11:30,79,169,2.4,11,13.4
14-10-2021 11:30,14-10-2021 11:45,79,169,2.3,9,11.3
14-10-2021 11:45,14-10-2021 12:00,79,169,2.2,9.4,11.6
14-10-2021 12:00,14-10-2021 12:15,48,None,3.2,8,11.2
14-10-2021 12:15,14-10-2021 12:30,48,None,4.5,5.2,9.7
14-10-2021 12:30,14-10-2021 12:45,48,None,3.6,8.7,12.2
14-10-2021 12:45,14-10-2021 13:00,None,145,4.1,8.4,12.4
14-10-2021 13:00,14-10-2021 13:15,None,None,3.9,8.9,12.9
14-10-2021 13:15,14-10-2021 13:30,None,None,4.4,9.6,14
14-10-2021 13:30,14-10-2021 13:45,None,None,2.3,6.4,8.6
14-10-2021 13:45,14-10-2021 14:00,None,None,3.6,5.2,8.8
14-10-2021 14:00,14-10-2021 14:15,45,118,3.5,6.2,9.6
14-10-2021 14:15,14-10-2021 14:30,45,118,3.3,8,11.3
14-10-2021 14:30,14-10-2021 14:45,45,118,2.4,7.4,9.8
14-10-2021 14:45,14-10-2021 15:00,45,118,3.7,7.1,10.7
14-10-2021 15:00,14-10-2021 15:15,53,143,0.5,5.4,5.9
14-10-2021 15:15,14-10-2021 15:30,53,143,2.1,4.8,6.9
14-10-2021 15:30,14-10-2021 15:45,53,143,4,5.7,9.7
14-10-2021 15:45,14-10-2021 16:00,53,143,3.4,5.4,8.9
14-10-2021 16:00,14-10-2021 16:15,45,133,3.5,4.8,8.3
14-10-2021 16:15,14-10-2021 16:30,45,133,4.8,5.5,10.3
14-10-2021 16:30,14-10-2021 16:45,45,133,4.4,7.9,12.3
14-10-2021 16:45,14-10-2021 17:00,45,133,2.9,8,10.8
14-10-2021 17:00,14-10-2021 17:15,42,123,5,6.2,11.2
14-10-2021 17:15,14-10-2021 17:30,42,123,3.6,8.3,11.8
14-10-2021 17:30,14-10-2021 17:45,42,123,4.5,9.1,13.5
14-10-2021 17:45,14-10-2021 18:00,42,123,3.3,11.2,14.5
14-10-2021 18:00,14-10-2021 18:15,47,139,3.2,12,15.2
14-10-2021 18:15,14-10-2021 18:30,47,139,3.1,12.4,15.4
14-10-2021 18:30,14-10-2021 18:45,47,139,5.1,17.7,22.8
14-10-2021 18:45,14-10-2021 19:00,47,139,5.3,18.5,23.7
14-10-2021 19:00,14-10-2021 19:15,63,163,5.5,21.3,26.7
14-10-2021 19:15,14-10-2021 19:30,63,163,4.9,21.2,26.1
14-10-2021 19:30,14-10-2021 19:45,63,163,2.7,19.9,22.7
14-10-2021 19:45,14-10-2021 20:00,63,163,3.8,18.5,22.3
14-10-2021 20:00,14-10-2021 20:15,114,197,3.8,22.4,26.2
14-10-2021 20:15,14-10-2021 20:30,114,197,8.3,27.5,35.8
14-10-2021 20:30,14-10-2021 20:45,114,197,7.1,27.5,34.6
14-10-2021 20:45,14-10-2021 21:00,114,197,4.4,28.6,33
14-10-2021 21:00,14-10-2021 21:15,108,312,6.7,25.4,32.1
14-10-2021 21:15,14-10-2021 21:30,108,312,5,24.7,29.7
14-10-2021 21:30,14-10-2021 21:45,108,312,4.7,26.6,31.3
14-10-2021 21:45,14-10-2021 22:00,108,312,3.5,26.6,30.2
14-10-2021 22:00,14-10-2021 22:15,108,263,3,26.8,29.7
14-10-2021 22:15,14-10-2021 22:30,108,263,4.9,26,30.8
14-10-2021 22:30,14-10-2021 22:45,108,263,6.1,26.5,32.5
14-10-2021 22:45,14-10-2021 23:00,108,263,16.4,24.3,40.7
14-10-2021 23:00,14-10-2021 23:15,107,246,7.3,23.3,30.6
14-10-2021 23:15,14-10-2021 23:30,107,246,4.1,24,28.1
14-10-2021 23:30,14-10-2021 23:45,107,246,4,22.6,26.6
14-10-2021 23:45,15-10-2021 00:00,107,246,7.7,24.8,32.5
15-10-2021 00:00,15-10-2021 00:15,100,230,10.9,23.2,34
15-10-2021 00:15,15-10-2021 00:30,100,230,9.2,23.6,32.9
15-10-2021 00:30,15-10-2021 00:45,100,230,6.5,25.8,32.3
15-10-2021 00:45,15-10-2021 01:00,100,230,13.3,25.4,38.7
15-10-2021 01:00,15-10-2021 01:15,91,194,12.2,30.2,42.4
15-10-2021 01:15,15-10-2021 01:30,91,194,9,30.5,39.5
15-10-2021 01:30,15-10-2021 01:45,91,194,12.2,29,41.2
15-10-2021 01:45,15-10-2021 02:00,91,194,7.7,30.6,38.3
15-10-2021 02:00,15-10-2021 02:15,88,199,None,None,None
15-10-2021 02:15,15-10-2021 02:30,88,199,None,None,None
15-10-2021 02:30,15-10-2021 02:45,88,199,None,None,None
15-10-2021 02:45,15-10-2021 03:00,88,199,14.7,28.2,42.9
15-10-2021 03:00,15-10-2021 03:15,75,132,13.2,25.1,38.3
15-10-2021 03:15,15-10-2021 03:30,75,132,13.7,23.7,37.4
15-10-2021 03:30,15-10-2021 03:45,75,132,10,23,33
15-10-2021 03:45,15-10-2021 04:00,75,132,10.9,23.5,34.4
15-10-2021 04:00,15-10-2021 04:15,72,130,10.2,19.2,29.4
15-10-2021 04:15,15-10-2021 04:30,72,130,9.6,19.6,29.2
15-10-2021 04:30,15-10-2021 04:45,72,130,10.4,18.2,28.6
15-10-2021 04:45,15-10-2021 05:00,72,130,10.9,19.5,30.4
15-10-2021 05:00,15-10-2021 05:15,85,134,8.4,18.6,27
15-10-2021 05:15,15-10-2021 05:30,85,134,6.5,17,23.5
15-10-2021 05:30,15-10-2021 05:45,None,None,7,15.7,22.6
15-10-2021 05:45,15-10-2021 06:00,85,134,10.6,16.8,27.4
15-10-2021 06:00,15-10-2021 06:15,80,125,12.8,17.1,29.9
15-10-2021 06:15,15-10-2021 06:30,80,125,13.3,15.6,28.9
15-10-2021 06:30,15-10-2021 06:45,80,125,16.9,15.3,32.2
15-10-2021 06:45,15-10-2021 07:00,80,125,17.3,15.4,32.7
15-10-2021 07:00,15-10-2021 07:15,83,134,13.7,17.5,31.2
15-10-2021 07:15,15-10-2021 07:30,83,134,13.2,17.9,31.1
15-10-2021 07:30,15-10-2021 07:45,83,134,8.4,20.6,29
15-10-2021 07:45,15-10-2021 08:00,83,134,16.2,18.7,34.9
15-10-2021 08:00,15-10-2021 08:15,92,178,8.3,19.1,27.4
15-10-2021 08:15,15-10-2021 08:30,92,178,5.9,18.7,24.6
15-10-2021 08:30,15-10-2021 08:45,92,178,10.6,19.2,29.8
15-10-2021 08:45,15-10-2021 09:00,92,178,4.6,18.4,23
15-10-2021 09:00,15-10-2021 09:15,86,171,2.9,15.4,18.3
15-10-2021 09:15,15-10-2021 09:30,86,171,2.4,13.3,15.7
15-10-2021 09:30,15-10-2021 09:45,86,171,3,12.7,15.8
15-10-2021 09:45,15-10-2021 10:00,86,171,4.8,12,16.8
15-10-2021 10:00,15-10-2021 10:15,89,205,1.6,12.6,14.2
15-10-2021 10:15,15-10-2021 10:30,89,205,5.4,12.8,18.2
15-10-2021 10:30,15-10-2021 10:45,89,205,4.4,9.5,13.9
15-10-2021 10:45,15-10-2021 11:00,89,205,3.4,9.3,12.7
15-10-2021 11:00,15-10-2021 11:15,80,185,2.7,9.6,12.3
15-10-2021 11:15,15-10-2021 11:30,80,185,2.5,8.6,11.1
15-10-2021 11:30,15-10-2021 11:45,80,185,3.9,7.2,11.1
15-10-2021 11:45,15-10-2021 12:00,80,185,1.9,8.9,10.8
15-10-2021 12:00,15-10-2021 12:15,74,164,2.5,7.9,10.5
15-10-2021 12:15,15-10-2021 12:30,74,164,1,6.2,7.2
15-10-2021 12:30,15-10-2021 12:45,74,164,4.3,5.7,10
15-10-2021 12:45,15-10-2021 13:00,74,164,1.5,6,7.5
15-10-2021 13:00,15-10-2021 13:15,67,144,5.1,4.2,9.3
15-10-2021 13:15,15-10-2021 13:30,67,144,3.9,4,7.9
15-10-2021 13:30,15-10-2021 13:45,67,144,3.8,8.3,12.1
15-10-2021 13:45,15-10-2021 14:00,67,144,3.6,6.6,10.2
15-10-2021 14:00,15-10-2021 14:15,63,118,2.7,6.9,9.6
15-10-2021 14:15,15-10-2021 14:30,63,118,4,6.9,10.9
15-10-2021 14:30,15-10-2021 14:45,63,118,3.3,4.5,7.7
15-10-2021 14:45,15-10-2021 15:00,63,118,2,6.6,8.6
15-10-2021 15:00,15-10-2021 15:15,52,99,3.1,5.6,8.7
15-10-2021 15:15,15-10-2021 15:30,52,99,3.7,4.5,8.2
15-10-2021 15:30,15-10-2021 15:45,52,99,3.8,6.3,10.1
15-10-2021 15:45,15-10-2021 16:00,52,99,3.8,6.9,10.7
15-10-2021 16:00,15-10-2021 16:15,46,96,4.7,4.5,9.2
15-10-2021 16:15,15-10-2021 16:30,46,96,4.2,5.2,9.4
15-10-2021 16:30,15-10-2021 16:45,46,96,3.8,5.2,9
15-10-2021 16:45,15-10-2021 17:00,46,96,3.7,5.2,8.9
15-10-2021 17:00,15-10-2021 17:15,47,99,2.2,6.1,8.3
15-10-2021 17:15,15-10-2021 17:30,47,99,4.1,6.2,10.3
15-10-2021 17:30,15-10-2021 17:45,47,99,3.5,7.8,11.3
15-10-2021 17:45,15-10-2021 18:00,47,99,3.9,9.2,13
15-10-2021 18:00,15-10-2021 18:15,56,134,3.1,10.9,14
15-10-2021 18:15,15-10-2021 18:30,56,134,2.5,10.5,13
15-10-2021 18:30,15-10-2021 18:45,56,134,3.5,15.1,18.6
15-10-2021 18:45,15-10-2021 19:00,56,134,4.1,16.5,20.6
15-10-2021 19:00,15-10-2021 19:15,90,162,4.4,17,21.4
15-10-2021 19:15,15-10-2021 19:30,90,162,4,21.7,25.7
15-10-2021 19:30,15-10-2021 19:45,90,162,3.5,22.2,25.7
15-10-2021 19:45,15-10-2021 20:00,90,162,3.9,22.9,26.8
15-10-2021 20:00,15-10-2021 20:15,96,195,6,18.2,24.2
15-10-2021 20:15,15-10-2021 20:30,96,195,4.2,18.6,22.7
15-10-2021 20:30,15-10-2021 20:45,96,195,5,19.7,24.6
15-10-2021 20:45,15-10-2021 21:00,96,195,4.7,19.1,23.8
15-10-2021 21:00,15-10-2021 21:15,116,195,6.8,22.3,29.1
15-10-2021 21:15,15-10-2021 21:30,116,195,6.8,25.1,31.9
15-10-2021 21:30,15-10-2021 21:45,116,195,7.9,23.6,31.5
15-10-2021 21:45,15-10-2021 22:00,116,195,4.9,27.1,32
15-10-2021 22:00,15-10-2021 22:15,128,218,4.3,25.3,29.6
15-10-2021 22:15,15-10-2021 22:30,128,218,2.1,22.3,24.4
15-10-2021 22:30,15-10-2021 22:45,128,218,5.3,31.8,37.1
15-10-2021 22:45,15-10-2021 23:00,128,218,8.3,34,42.3
15-10-2021 23:00,15-10-2021 23:15,108,195,9,35.2,44.2
15-10-2021 23:15,15-10-2021 23:30,108,195,16.7,27.5,44.2
15-10-2021 23:30,15-10-2021 23:45,108,195,13.8,25.4,39.2
15-10-2021 23:45,16-10-2021 00:00,108,195,6.4,24.3,30.7
16-10-2021 00:00,16-10-2021 00:15,112,None,5.5,22.8,28.3
16-10-2021 00:15,16-10-2021 00:30,112,194,11.3,30.7,42
